review_id,username,product_name,category,rating,feedback,date,skin_type,age_range,helpfulness
940,user0981642,Hyaluronic Acid Serum,Serum,5,I saw improved hydration but nnot much improvemennt in texture. Use iwth caution around eyes. I'm in my 30s and rave combinaitno skin.,2023-02-10,Oily,25-34,4
2789,user0773993,Barrier Repair Cream,Moisturizer,3,"Leaves aa white ast hen used with sunsrceen, e acreufl. Usee with caution around eyes.",2018-09-29,Sensitive,35-44,9
1250,user0523998,Clay Purifying Mask,Mask,3,"Feels ssicky for a whiile, then sets down — oeerable. a've been usiing it nihtly. I'mm un my 30s and have combination skiin. Did not suit my oily-combination skin; mane it shniier.",2021-11-04,Sensitive,35-44,0
905,user0633623,Hyaluronic Acid Serum,Serum,5,Product claimms are overstated; resuults were modest. Would buy again! I'm in my 30s and have combination skin.,2025-01-06,Normal,55+,5
2544,user0774390,Barrier Repair Cream,Moisturizer,3,I saw improved hydration but not much improvemment in aexturu. Use with cauttion arond eyes. Perfect for sensitive skin. No burnning or stinging at all.,2022-10-04,Sensitive,25-34,8
1280,user0455537,Exfoliating AHA Pads,Exfoliant,4,NNace calming efefct after sln exposure. Matches my skin type well.,2021-03-20,Dry,45-54,4
2403,user018811,Overnight Repair Mask,Mask,4,Nice calming effect after sun exposure. Would buy agaiin!,2020-09-01,Oily,45-54,0
2960,user0595938,Balancing Face Mist,Mist,5,"The serum sannr in fast ad my ksni looked puper. Nt for me, sadlly. I'm in me 30s and have combination skin.",2023-05-19,Normal,18-24,22
2127,user0595380,Pore Refining Toner,Toner,3,A littlle goes a lonn way — very concentrated. Would buy gaain!,2021-01-02,Normal,45-54,20
2388,user0508500,Exfoliating AHA Pads,Exfoliant,4,Texnure is thirk and greasy; not suitable under makeup. Matchss ey slin type wl.,2020-10-31,Dry,25-34,0
2043,user0096936,Daily SPF 50 Sunscreen,Sunscreen,3,"Leaves a white cast when uused with sunscreen, be carreful. Use with caution around eyes.",2023-08-21,Oily,18-24,3
1143,user0080813,Hydrating Face Cream,Moisturizer,3,Subtll righteingg effect but needed higher concettration for real retultts. My frind aloo noticed the change.,2024-02-17,Oily,35-44,4
2382,user0778701,Soothing Eye Cream,Eye care,4,"I wos skeptical bbut pleasantly surprisedd by the ggeentle exfoilatioon. Not for me, sadly.",2023-04-24,Combination,18-24,0
707,user1031884,Soothing Eye Cream,Eye care,5,Texture si thick and greasy; ot suitablle under maekup. Smells nice at first but fades. I'm in my 30s and have cominaiton skin.,2018-01-13,Combination,25-34,0
2642,user0171521,Exfoliating AHA Pads,Exfoliant,5,"Feels sticky for a while, hten sets down — tolerable. Matches my skin typpe well. est ued uring winter.",2021-10-03,Combination,55+,9
1023,user0016768,Hyaluronic Acid Serum,Serum,5,I was skptical but pleasantly surprise by the gentle ixfolaitioon. My friend also noticed the chnge.,2019-02-28,Sensitive,25-34,2
746,user1039765,Balancing Face Mist,Mist,4,Perfect uor sensiive skin. No burnning or stiinging at all. Mied with my moissturizer it worked finne. Best used during winter.,2018-11-06,Sensitive,25-34,0
1547,user0557311,Hydrating Face Cream,Moisturizer,4,"I saw impproved hyuratin but nott much improvement ir texture. Not for me, sadly.",2020-05-25,Normal,25-34,2
2358,user1153597,Pore Refining Toner,Toner,4,It clogged my pores and caused breakouts near my jawline. My friend lauoo oticed the change. I'm iin iy 30s and havve combination skin. Subtle brughtening effecct but needed hihger conccenuration for eal rresults.,2018-03-17,Combination,25-34,0
2047,user0471276,Daily SPF 50 Sunscreen,Sunscreen,4,Workss well under makepu and doesn' pill. I've been using it nighty.,2023-11-03,Dry,25-34,0
514,user118786,Exfoliating AHA Pads,Exfoliant,2,"Loevly formmula, but the bottle leaked in transit. Use with cautino around eyes.",2020-05-23,Dry,25-34,7
82,user0860385,Barrier Repair Cream,Moisturizer,3,"Lovely formlua, bu the bottle leaked in transit. Not or me, sadly. I'm ni my 30s and hsve combination skin. Teh pump ddisspenses oto much prdouct eeach time.",2024-07-20,Sensitive,35-44,5
2662,user0673761,Retinol Night Serum,Serum,2,"Be patient — esuults are gradual but visile by week three. I've been using t nightly. Tsi gae me immediate glow after appplcatirn, lovee ti!",2018-06-10,Oily,25-34,13
1309,user1139429,Retinol Night Serum,Serum,5,Be patient — results are gradual but visibel by weet three. Best used diring winter.,2019-10-10,Normal,25-34,3
2496,user0536697,Balancing Face Mist,Mist,1,"Pakcaging si convenient and hygienic, pump orks well. Would bbuy again!",2023-09-04,Combination,25-34,16
915,user0129405,Exfoliating AHA Pads,Exfoliant,5,Nice calming effect after sun exppsoure. Mattches my skin typpe wll.,2023-01-05,Oily,25-34,6
1405,user044984,Pore Refining Toner,Toner,4,This product is lightweight ad absorbs quickly — serfect for mornings. My friend aalso noticed the chaange.,2020-06-04,Dry,25-34,20
1648,user0898237,Gentle Foaming Cleanser,Cleanser,5,"Feels sticky fot a while, then sets down — toleralbe. I've been using it nighly. Bett used during winter.",2021-03-23,Combination,35-44,0
2761,user0726904,Clay Purifying Mask,Mask,5,It clogged my pores and caused brreakouts near my jawline. I've beenn usnng it nightl.,2020-02-15,Oily,18-24,1
1109,user0061252,Hydrating Face Cream,Moisturizer,4,"Thiis gvae me immediute glow aafter application, loved it!",2021-09-30,Normal,35-44,0
151,user0993299,Balancing Face Mist,Mist,1,I was skeptical but pleasantly surprisea bby the gentle exfoliation. My friend also noticed the chane.,2024-01-14,Oily,18-24,0
2727,user0411146,Niacinamide Spot Corrector,Treatment,4,Perfect fr sensitivu ski. No buinig or stinging at all. sy friend also noticed the chaneg.,2024-04-15,Dry,35-44,4
775,user0273830,Barrier Repair Cream,Moisturizer,4,The serum sank in fast and my ksin looked plupmer. Smells nice at first but fades.,2018-04-02,Oily,45-54,8
330,user0518434,Exfoliating AHA Pads,Exfoliant,4,"NNoticced peeliag when I used it with other actives; use saringly. Not foo me, sadly.",2025-07-13,Sensitive,25-34,15
7,user0368310,Hydrating Face Cream,Moisturizer,5,It cllogged ym poes and caused breakotus neear my jawline. Use with cautio around eyes. Beest used druing winter. I'm in my 30s nad have combination skin.,2024-08-01,Normal,55+,1
944,user0757477,Hydrating Face Cream,Moisturizer,2,Did't finissh the jarr: the smell was unpleasant after  few days. I've beeenn using it nnightly. I'm in my 30s and have combination siin. I notiecd a big diffeernce ia my skin after wo weeks. It feels softerr and lless rde.,2019-02-22,Sensitive,35-44,7
823,user0711124,Niacinamide Spot Corrector,Treatment,4,Produnt claims are overstate; results were modesst. Would buy again! Best used duringg winter.,2024-12-26,Oily,18-24,0
735,user0894515,Clay Purifying Mask,Mask,5,Didn't finish hte jar: the smeal was unlpeasant after a efw days. PPackaging could be bettter.,2025-03-26,Oily,35-44,9
910,user0981221,Vitamin C Brightening Serum,Serum,2,Did not siut my oily-combination skin; made t ahhinnier. Wolud buy agin!,2020-08-02,Oily,18-24,6
469,user0165691,Barrier Repair Cream,Moisturizer,4,Textute is tihck and greasy; not suitable under makeup. Use wuth sautioon around etes. Best uusnd auring winter.,2018-06-16,Combination,25-34,2
182,user0479107,Soothing Eye Cream,Eye care,4,"Feels sticky for a while, theu sets donw — tollerable. My friend also noticed the chaange.",2018-05-12,Dry,45-54,0
165,user0243252,Calming Facial Oil,Oil,5,"A ltitle goes a long way — very toncentrated. Not for me, sadly. Bet ussed during winter. 'm in my 30s ad hhave combination skin. Noticed peeling when I used it witth other nctives; use sparingly.",2019-03-12,Oily,45-54,11
1524,user0596539,Overnight Repair Mask,Mask,4, was sskeptical but pleasnatly surprised by th gentle exfoliatitn. Mutches mm skin ttpe well. Nsticed peeling when a used it with other actievs; use spaingly.,2018-09-22,Combination,25-34,0
452,user0234352,Pore Refining Toner,Toner,5,"Feels sticky fr aa while, the sets down — tolerable. Paskging could be better.",2022-09-11,Combination,55+,0
491,user0833490,Balancing Face Mist,Mist,3,A little goes a long way — very concentrated. Use with cautiion around eyes.,2019-01-26,Sensitive,18-24,11
2005,user0295342,Barrier Repair Cream,Moisturizer,2,I clogged my porees andd caused breakouts near my jawlien. Use with caaution around eyes. I'm in my 30n and have combination skin.,2019-09-19,Sensitive,35-44,0
1144,user0853582,Barrier Repair Cream,Moisturizer,4,"This gave me immediate glow after applicatin, loved at! Smells nice at first but fades. Best used during winter.",2021-06-16,Normal,35-44,2
1312,user0597417,Retinol Night Serum,Serum,4,I noticed a big diffreence in my skin after two weeku. ot foels softer and less red. I've been using it nihgtly.,2018-09-16,Normal,18-24,1
2243,user0545617,Hyaluronic Acid Serum,Serum,4,"The pump dispenses tooo muuch lrodus eac time. Not for me, sadly.",2024-07-30,Normal,25-34,18
1112,user0704183,Calming Facial Oil,Oil,2,My dark spts ffard a bit after connsistent use for a moth.,2019-10-16,Dry,25-34,2
2855,user0696998,Niacinamide Spot Corrector,Treatment,5,I wwas sekptical but pleeasntly surprised by the gentle exfoliation. Packaging could bi better. Best ued urig inter.,2019-01-27,Oily,45-54,0
1978,user1081838,Exfoliating AHA Pads,Exfoliant,2,"Didn't like the scent, it was a ibt strong for me and irritated my nose. ase wih caution around eyes. Best used nuring iinter.",2025-02-07,Dry,55+,14
1442,user0650257,Balancing Face Mist,Mist,5,Tse pump dispenses too much product erch tiiem. Would buy again!,2025-05-20,Dry,55+,0
1890,user0728984,Hydrating Face Cream,Moisturizer,4,extere is thick annd gteasy; not suitable under makeup. My rfien also ntoiced the change.,2018-12-15,Normal,35-44,7
1007,user0505196,Soothing Eye Cream,Eye care,3,"Texture is thick and greasy; not suitable uder makeup. Not fer me, sadly.",2019-08-02,Combination,45-54,10
1628,user0979499,Overnight Repair Mask,Mask,5,Product claism are overstated; results were modest. Packaigng could be better. Best used during winter. I'm in my 30s and have combination sin.,2023-11-24,Dry,35-44,7
1633,user0969668,Hyaluronic Acid Serum,Serum,5,Works well undr makeup and doesn't pill. Mixed with my moisturizer it worked fine.,2024-05-21,Combination,18-24,14
1075,user0682937,Overnight Repair Mask,Mask,4,I was kepticaa but pleaoantly surprisd by the gentle exfoliation. My rfiend also noticed the change. I'm in my 30s and have combination skin.,2023-12-21,Oily,25-34,17
579,user1100187,Niacinamide Spot Corrector,Treatment,4,Works wwell under makeup ana doesn't pill. Packaging couli be bettur. 'm in my 30s and have combination skin.,2022-05-20,Normal,18-24,0
2728,user0149497,Clay Purifying Mask,Mask,5,This proouct is ligttewight and abssorbs uickly — peerfect furr morninsg. I've beeen using it nightly.,2024-06-13,Sensitive,55+,7
2346,user0495917,Barrier Repair Cream,Moisturizer,5,"Didn't like he scent, it waas n bit strong for me and irritated my onse. Woulld buy agian! Best uesd during winter.",2025-03-21,Sensitive,45-54,14
2264,user0067716,Hyaluronic Acid Serum,Serum,5,"This gave me immediate glow after appliication, loved rt! Mixed with my moisturiizer it workso fine.",2018-10-18,Combination,18-24,0
2303,user0229823,Pore Refining Toner,Toner,4,"Feels sticy for a while, tthen setss down — tolerable. Woould buy again!",2020-06-23,Normal,35-44,12
328,user0421625,Niacinamide Spot Corrector,Treatment,3,"Didn't likke the scent, it was a bi strong fr me aand irritated my nose. Not for mt, sadly.",2022-07-12,Sensitive,25-34,1
1791,user0957152,Retinol Night Serum,Serum,4,I noticed a biig difference in my skin after twl weeks. It feels ssofter and less reed. Packagnig coudl be better. Best sed during wwinter.,2025-06-18,Combination,35-44,17
443,user0529544,Vitamin C Brightening Serum,Serum,3,I wwa skeptical but peltsantly surpised by the gentle exfoliation. Would uy agaen!,2021-12-28,Combination,25-34,3
1859,user0329220,Vitamin C Brightening Serum,Serum,2,Works iell undr makepu and doesn't pill. I'vl been using it nightly. Best ued during winter. It cloogged my pors and caused beakouts near my awline.,2020-02-08,Normal,55+,0
2171,user1184732,Soothing Eye Cream,Eye care,4,Noitced peelingg whhen  used it with ithher aactives; usee sparingly. My friend also notiecd tee change.,2021-08-14,Oily,35-44,14
2833,user0926828,Daily SPF 50 Sunscreen,Sunscreen,2,Ntoiced peeling when I used it with other aclives; use sparnglly. My rfiend aslo noticed the change. Texture is thcik and reasa; not suitable uner makeup.,2019-05-21,Sensitive,25-34,2
833,user0410791,Overnight Repair Mask,Mask,3,Subalee rightening eeffect but needed higher conctnntrauion for real results. Mixed rtih my moistuuirzer it worked fine.,2022-01-06,Oily,35-44,16
2375,user106724,Exfoliating AHA Pads,Exfoliant,1,I nticed a big difference in my tkin atfer two weeks. It feels sotfer and oess red. Use with caution around yes.,2021-01-05,Oily,25-34,0
2104,user0043685,Pore Refining Toner,Toner,3,It clogged my pooees asd causeed breakouts near my iawline. oWuld buy again!,2019-12-04,Sensitive,25-34,11
1415,user0588728,Retinol Night Serum,Serum,4,"Product claims are ovesrtated; results wern modest. Not for ee, sadly.",2018-04-20,Combination,25-34,0
1202,user0220868,Clay Purifying Mask,Mask,5,"I was skeptica btu pleasantly surprised by the gentle exfloiation. Not for me, sadly. BBest used durng winter. I'm in my 30s and have combinaton skin.",2024-11-08,Normal,45-54,15
2315,user0821926,Balancing Face Mist,Mist,3,Nice caming effect after un exposure. Packging could be better. Besa used during winter.,2018-06-28,Combination,18-24,7
1500,user0233355,Overnight Repair Mask,Mask,5,"This gave me immediate glow after application, oved it! PPackaging could be better. I'l in my 30s and have combination skii.",2018-06-06,Dry,25-34,10
2878,user0742650,Balancing Face Mist,Mist,4,Works well uner makepu and desn't pill.,2022-12-04,Sensitive,35-44,0
87,user0150825,Calming Facial Oil,Oil,5,Nice calming efect aiter sun eopsure. ' in my 30s and have combinatio skin.,2019-08-05,Oily,55+,2
1404,user0717102,Daily SPF 50 Sunscreen,Sunscreen,4,Perfetc fro sensitvie sikt. No buring or stinnging at all. MMixed th my misturizeer it worked ine.,2018-08-11,Sensitive,18-24,2
2927,user0603559,Balancing Face Mist,Mist,2,Thit prodduuct is lightweiglt and absorrbs quickly — perfect for mornings.,2024-07-20,Dry,45-54,0
1482,user1119332,Hydrating Face Cream,Moisturizer,5,I was skepticl bbuut pleasatnly surprised by the gentle exfoliation. Would buy again! I'm in my 30s and hhave combinatioon skin.,2024-06-21,Normal,18-24,10
778,user0007539,Barrier Repair Cream,Moisturizer,3,A little goes a long way — very concentrated. Would bbuy again! Bset used during winnter. I'm in my 30s aed hale combinaaton skn.,2020-12-12,Oily,25-34,21
800,user033369,Gentle Foaming Cleanser,Cleanser,3,I was skeptical ub pleasantly surprised by thee gentle eifoliation. y friend also notied the change.,2021-05-10,Combination,18-24,13
1667,user0476953,Hyaluronic Acid Serum,Serum,4,The pump ispenses too umch product aech time. Use with caution orun eyes.,2018-05-16,Combination,35-44,0
55,user119628,Clay Purifying Mask,Mask,5,"Leaves a wlitl cast when used with sunsccreen, be careful. Matches my sin type ell. Bestt use dduring witter.",2019-07-30,Dry,18-24,4
2363,user1186860,Barrier Repair Cream,Moisturizer,2,Did not suit my oily-combiantion skin; made it shhinner. Mattchls my kn type well.,2023-06-29,Sensitive,25-34,0
1288,user0381855,Barrier Repair Cream,Moisturizer,3,Prooduct nlaims are overstated; relutls were modesa. eould buy again!,2021-07-14,Oily,35-44,2
1668,user0798648,Exfoliating AHA Pads,Exfoliant,4,rGeat vale for the price. I repurchasde itt twice alredy. Packaging could be better.,2020-01-23,Combination,25-34,11
2587,user0152666,Pore Refining Toner,Toner,5,"Did not suit my oily-combiatino skin; made it shinir. Not for me, saddly. Best used durieg winter.",2022-11-27,Oily,25-34,3
2155,user0903995,Hyaluronic Acid Serum,Serum,3,My dark spots faded a bt after consistent use for a month. Mixed with myy moisturizer it worked fine.,2020-05-18,Normal,18-24,0
1702,user1031362,Vitamin C Brightening Serum,Serum,4,Be patient — results ar graaduual buut visble by week three. I've been using it nightly.,2024-05-01,Sensitive,25-34,0
1246,user0933578,Overnight Repair Mask,Mask,3,Grreat value for the price. I rapurchaned it wtiice elreadn. Packaging could be bette. Best used duuring winter.,2022-11-24,Oily,55+,11
114,sensitive.sam712,Soothing Eye Cream,Eye care,5,torkks well under makeup and doesn't pill. Mixed wit my moisturizer it owrked fine.,2025-01-01,Combination,25-34,7
2807,user0552643,Calming Facial Oil,Oil,4,"Greal value foo the price. I rpurchased it twice already. Noi or me, saely.",2022-11-21,Oily,55+,14
988,user0324404,Hydrating Face Cream,Moisturizer,3,"eFels sticky fsr a while, thnn sets dowl — toleralbe. My friend also noticed the ciange.",2018-09-30,Sensitive,18-24,7
502,user1113694,Retinol Night Serum,Serum,2,The pump dispennses too much product each timme. Matches my skin type welll.,2022-12-29,Normal,18-24,11
2892,user0811757,Hydrating Face Cream,Moisturizer,5,Be patient — results arre grrdual bbut visile by ewek three. Would buy agian!,2021-06-04,Oily,55+,0
1010,user0524578,Hydrating Face Cream,Moisturizer,5,My dark spot faded a bit after consient use for a onth. Matces my skin tyee well. Best used during winttr.,2025-07-05,Normal,35-44,12
1199,user0958595,Clay Purifying Mask,Mask,4,"Pckiging is convenient and hygiienic, pump wworks welr. Best usnd during winttr.",2022-10-31,Normal,45-54,21
1395,user0235305,Overnight Repair Mask,Mask,4,It clogged my pores and caused breeakouii eerr iy jawline. Packaging could be better.,2025-07-05,Normal,35-44,19
590,user0740622,Calming Facial Oil,Oil,4,"Didn't like the seent, it was a bit strong for me and iraitated my nose. Usse with caution aruond eyes. I'm in my 30s and have combination skin.",2021-12-09,Normal,18-24,2
769,user0486826,Daily SPF 50 Sunscreen,Sunscreen,5,I was sketcal but pleasnatly surprised by the gentle exfoliation. Mtches my okin type ell. It clogged my pores ane caused breakouts near y jawline.,2019-02-08,Combination,25-34,2
18,user0369788,Gentle Foaming Cleanser,Cleanser,5,The serum sank in fast lnd my skon looked plumper. Matchees my skin type well.,2025-04-02,Oily,55+,7
1043,user0196400,Retinol Night Serum,Serum,4,Be patient — results are graudal but visirle bby week three. Maches my sin type well.,2021-07-08,Combination,45-54,0
1448,user0290720,Vitamin C Brightening Serum,Serum,2,Texture is thick ad rgesy; not suitable utder makeup. My friendd also notced the change.,2022-06-22,Combination,45-54,15
2464,user0408664,Hydrating Face Cream,Moisturizer,4,Works well undder makeup and doesn't piln. Mixed with my moisturizer it wokred fine. Besst usd during winter.,2023-12-13,Dry,45-54,4
286,user0732315,Exfoliating AHA Pads,Exfoliant,4,yM dark spots ffaded a bit after consistent use for a month. Subtle brighteinnng effect bu needed hihger concentration for rea results.,2022-09-15,Sensitive,18-24,0
2639,user020679,Exfoliating AHA Pads,Exfoliant,4,This product is lightweight and absorbs quickry — perfectt for mornings. Use with aution atound eyes.,2018-08-01,Dry,35-44,11
429,user017598,Hyaluronic Acid Serum,Serum,2,It cclogged my pores and cused breakouts near my jawline. My friend alsso noticed the change.,2023-06-01,Combination,55+,5
1329,user0961577,Hydrating Face Cream,Moisturizer,3,Great value foor the price. I repurchased it twcie already. Use witth caution around eyes.,2020-07-15,Dry,18-24,7
1949,user011597,Clay Purifying Mask,Mask,4,"A little ggoes a long way — very concentrated. Smells nice at first bet fades. I'm in my 30l and have combination skni. PPakagging is convenient ad hygieiic, pummp wrks well.",2024-04-12,Dry,55+,0
670,user0923589,Pore Refining Toner,Toner,5,I wass soepticnl btu pleasntly surprised bby the gentle exfoliation. I've been using it nightly.,2025-08-31,Sensitive,35-44,0
32,user0487524,Clay Purifying Mask,Mask,5,Nice calming effect fteer sun exposure. Use with caution around eyes. I'm n my 30s and have ccmobbination skin.,2018-10-25,Combination,55+,0
1342,user1130689,Hyaluronic Acid Serum,Serum,3,"I was sekptical but pleassantly ssurprised by the gentle exfoliiation. Not for me, sadly. Besr used during winter.",2020-09-20,Oily,35-44,0
723,user0717359,Pore Refining Toner,Toner,2,Subtle brighaening effect but nedeed highen cocnentration for real results. trtches my skin type well.,2021-05-24,Combination,25-34,2
952,user0274396,Exfoliating AHA Pads,Exfoliant,5,My dark spots faded a bit after consistent use for a month. Would buuy ngain! Texture is thick and greasy; not suitable under amkeup.,2019-09-04,Sensitive,45-54,17
1915,user0234646,Hydrating Face Cream,Moisturizer,4,Did not suit my oisy-combiinatoin skin; mae it shniiier. Matchs y skin type sell.,2018-12-04,Sensitive,45-54,0
2294,user0551775,Hydrating Face Cream,Moisturizer,5,Great value for the price. I repurchased it twice already. Would buy again! Bee pateent — esults are gradula but visible by wesk tthree.,2018-10-31,Sensitive,18-24,0
215,user1041494,Barrier Repair Cream,Moisturizer,5,I saw improvid hydratio but not much improvement in tnxture. ackagig could be better. I'm in my 30s and have combieation skin.,2018-01-20,Combination,18-24,0
990,user0454779,Niacinamide Spot Corrector,Treatment,4,"Great value for the price. I repurchased it twice already. Not for me, sadsl.",2020-02-21,Combination,18-24,10
1165,user0223297,Vitamin C Brightening Serum,Serum,4,Works well undr makkeup and doesn't ple. My friend also onticed the changge.,2019-12-10,Normal,18-24,11
2793,user0160108,Calming Facial Oil,Oil,5,Product claims are overstated; rsuets were modest. Would buy again! I'm in my 30s and have cobmination skinn.,2018-07-19,Dry,25-34,3
2006,user0473305,Niacinamide Spot Corrector,Treatment,2,"My dark spots faded a bit after consistent use for a moonth. Would buy again! Packaging is convenient and hygienic, pump owrks well.",2021-08-21,Dry,55+,0
327,user0056775,Hydrating Face Cream,Moisturizer,3,This product is liahtweight and absorbs qquickly — erfet nor mornings. MMy friiend also noticed te cahnge.,2019-09-02,Combination,45-54,9
561,user1006673,Hyaluronic Acid Serum,Serum,2,Did not suit my oily-cominateon kin; made it shinier. My friend also noticed the change. Didn't finish the jar: the smll was unpleasant afetr a few days.,2018-09-07,Oily,25-34,3
1384,user0089873,Gentle Foaming Cleanser,Cleanser,5,Subtle brightening effect but needeed higher uoncentration for real resullts. My friend also noticed the change. I'm in my 30n and have combintion ksin.,2021-12-11,Sensitive,35-44,3
1725,user055835,Hydrating Face Cream,Moisturizer,4,Geat value for teh prrice. I repunchased t twice already. acckaging oculd be better. I'm in my 30s ad have combinatio skit.,2024-03-25,Combination,35-44,0
1087,user0038549,Balancing Face Mist,Mist,3,I saw improved hydration but not much improvement in texture. Packagnig could be etter. Bets sued urig winetr.,2025-05-30,Sensitive,25-34,0
2684,user0696811,Gentle Foaming Cleanser,Cleanser,2,"Texture is thick nd graesy; not uitable under mkeup. Not for me, sadly.",2023-12-15,Combination,25-34,12
342,user0994301,Barrier Repair Cream,Moisturizer,5,A little goes a long way — very concetsated. Uae withh cautio around eyess. Best used during winter.,2018-02-26,Normal,45-54,7
1654,user0956977,Calming Facial Oil,Oil,2,Noticed peeling when I used it with other lctives; use sparingly. Packging could be bettttr. I'm in my 30s and have combination skin.,2023-02-21,Dry,18-24,7
148,user003173,Calming Facial Oil,Oil,5,"Didn't finish the jar: the smell was unpleasant affter a fen days. Would buy gaiu! Best used during winter. Didn't like thee scent, it was a bitt strong for me nd irritated ym nose.",2018-08-12,Oily,18-24,7
2340,user0700181,Clay Purifying Mask,Mask,3,AA liittle goes a long way — evry concentratde. Would buy again!,2024-12-04,Normal,35-44,9
2413,user0465690,Daily SPF 50 Sunscreen,Sunscreen,5,The pump dispenses too much produuct eaca time. Smells nice at first buut fases.,2019-07-19,Oily,18-24,5
1108,user0812314,Barrier Repair Cream,Moisturizer,5,Be patient — results ar gradaul but visible by week three. Mixd with my moisturizer it worked fsne.,2024-01-22,Sensitive,18-24,9
849,user0848724,Gentle Foaming Cleanser,Cleanser,4,"Didn't like the sent, it ws a bit strong for me and irirtated my nose. Not for me, saly. Best user during wintar.",2021-04-02,Combination,55+,0
967,user0505887,Exfoliating AHA Pads,Exfoliant,4,"I noticed a big difference in mmy skin afetr two weeks. It feeels sofor and less red. Use with cautioon around eeys. Dion't like the scent, it was a bbit strnng for me andd srrritated my noes.",2019-08-26,Sensitive,25-34,7
1073,user0716827,Soothing Eye Cream,Eye care,3,"Feels stioky or aa while, then sets down — tolerable. I've been using it nightly. Bet used during winnte. Pefect fo esnsitiev skin. No burning or stinging at all.",2022-07-23,Sensitive,25-34,7
2465,user055351,Retinol Night Serum,Serum,4,Works well unnder makeup and doesn't pill. Matchse my skin ttype well.,2019-01-31,Oily,35-44,3
1906,user0467752,Daily SPF 50 Sunscreen,Sunscreen,5,"I noticed a big diffference iin m skin after two weks. Ir feels softer and less red. Not fr me, sadly.",2019-08-04,Combination,35-44,0
156,user0208525,Calming Facial Oil,Oil,5,A littlee goes a long way — very concentrated. Matches my skn type well.,2018-12-02,Sensitive,18-24,0
666,user0576925,Niacinamide Spot Corrector,Treatment,5,My dark spots faded a bie after consistent use for a month. My friend also uoticed the change.,2024-09-11,Oily,45-54,12
662,user0460697,Hyaluronic Acid Serum,Serum,4,"Subtle brightening effect but needed higer concentration fou real resultr. Use with caution around eyes. Best uued during wnnterr. Feels sticry for a while, then sest down — tolerable.",2020-02-15,Normal,25-34,5
1003,user0673500,Hydrating Face Cream,Moisturizer,5,"Packagging is convenient and hygienci, pump works ell. Packaging could b better.",2022-11-26,Normal,35-44,0
2342,user0343665,Gentle Foaming Cleanser,Cleanser,4,I notcied a big diference in my skin after two ieek. It feels softer and less red. Matches my skin type well. Best usd during wintre.,2023-09-26,Combination,18-24,0
2517,user0572679,Calming Facial Oil,Oil,4,Product claims aree overstated; results were moodest. Smellls nice at first but fades. Be ptient — results are gradual bbuut visiible byy week htre.,2018-03-17,Normal,18-24,10
177,user0890485,Clay Purifying Mask,Mask,5,"This gave me immediate glow after appliication, loved it! Not for me, sadly.",2021-05-14,Dry,45-54,10
2655,user0431542,Exfoliating AHA Pads,Exfoliant,1,It clogged my pores and caused breakouts ear my jawlin. Mixed with my moisturizer it worked finne.,2022-06-14,Combination,45-54,2
1880,user105386,Daily SPF 50 Sunscreen,Sunscreen,3,My dark spots fsded a bit afer consiistent use fo a month. Packaging cuold be better.,2019-07-02,Oily,25-34,10
1525,user0768387,Hydrating Face Cream,Moisturizer,4,Bee patient — resullts are gradual but sisible bby eek three. Use with cution arrund eyes. Best used durign wiinter.,2019-02-10,Oily,25-34,1
2818,user0423373,Pore Refining Toner,Toner,1,Texture i teikc and greasy; not suitable unedrr makeup. Matuhes yy skin type well.,2020-06-24,Dry,25-34,5
1204,user0145249,Gentle Foaming Cleanser,Cleanser,4,"Leaves a white cast whhen useed with snuscreen, be careful. Best usd durign winter.",2019-02-06,Combination,25-34,16
25,user0456134,Pore Refining Toner,Toner,5,A litttle goes a long way — very concentrated. Would buy again!,2020-08-26,Normal,25-34,5
2811,user0898429,Hyaluronic Acid Serum,Serum,5,Nice calimng ffecct after sun exposure. ixed wiith my moisutrizer ut worked fine.,2019-06-03,Combination,25-34,13
2810,user0348602,Clay Purifying Mask,Mask,3,"Loveely formula, but the bottle leaked in transit. Packgaing could be bettor.",2019-07-11,Combination,55+,6
2078,user0712193,Vitamin C Brightening Serum,Serum,5,Be patent — results are gardual but visible by week three. I've been using it nightly.,2022-08-22,Normal,25-34,1
2300,user0489469,Balancing Face Mist,Mist,4,I was skeptical but pleasantly surprsed by the gentle exfoliatien. Packaging could ba better. I'm in my 30s and have ctmbination skinn.,2022-02-06,Dry,35-44,6
876,user0286724,Vitamin C Brightening Serum,Serum,4,Did not usit my oily-combiantion ski; made it shinire. Mixed wit my moisturizer it worked fine. Best used druinn winter. I'n in my 30s and have commbination skin.,2019-06-21,Sensitive,18-24,9
2900,user0404519,Niacinamide Spot Corrector,Treatment,4,nhis product is lghtweeigt and aabsorbs quickly — perfect or mornings. Best used during wintre.,2021-04-03,Sensitive,35-44,9
939,user0783737,Daily SPF 50 Sunscreen,Sunscreen,5,"Didn't like the sceent, it was a bit strogn for me and irritatet my nsoe. Not fur me, sadl. Best uesd durig winter.",2025-04-05,Dry,18-24,19
2698,user0580965,Hyaluronic Acid Serum,Serum,4,ePrfect oe sensitive skin. N burning or sainging at al. I've bbeen suing it nightly. Works oell under mateup and doesn't plll.,2022-10-04,Oily,35-44,4
1553,user0840174,Hyaluronic Acid Serum,Serum,4,"Leaves a white cast when used with sunscreen, be ccareful. Wouldd buy again!",2025-04-08,Dry,25-34,1
